DATAFLOW,LAST UPDATE,freq,unit,tenure,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,BG,2011,23.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,BG,2012,8.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,BG,2013,11.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,BG,2014,9.3,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,BG,2015,10.4,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,BG,2016,23.2,b,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,BG,2017,11.9,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,BG,2018,6.3,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,BG,2019,7.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,BG,2020,6.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,BG,2021,5.3,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,BG,2022,4.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,BG,2023,5.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,BG,2024,13.7,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,BG,2025,18.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CH,2010,7.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CH,2011,7.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CH,2012,6.7,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CH,2013,5.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CH,2014,5.3,b,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CH,2015,5.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CH,2016,4.4,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CH,2017,4.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CH,2018,4.7,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CH,2019,4.9,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CH,2020,4.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CH,2021,5.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CH,2022,4.4,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CH,2023,4.7,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CH,2024,4.9,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CY,2007,1.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CY,2008,1.3,b,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CY,2009,3.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CY,2010,2.9,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CY,2011,5.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CY,2012,4.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CY,2013,5.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CY,2014,6.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CY,2015,4.7,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CY,2016,2.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CY,2017,1.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CY,2018,0.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CY,2019,0.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CY,2020,0.3,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CY,2021,0.4,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CY,2022,0.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CY,2023,0.9,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CY,2024,0.3,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CZ,2005,12.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CZ,2006,14.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CZ,2007,13.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CZ,2008,28.7,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CZ,2009,10.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CZ,2010,9.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CZ,2011,5.3,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CZ,2012,4.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CZ,2013,10.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CZ,2014,8.3,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CZ,2015,6.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CZ,2016,6.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CZ,2017,4.3,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CZ,2018,2.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CZ,2019,3.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CZ,2020,2.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CZ,2021,1.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CZ,2022,1.7,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CZ,2023,4.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CZ,2024,4.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,CZ,2025,4.3,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DE,2010,13.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DE,2011,13.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DE,2012,11.9,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DE,2013,12.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DE,2014,11.3,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DE,2015,10.7,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DE,2016,10.3,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DE,2017,8.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DE,2018,8.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DE,2019,9.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DE,2020,7.7,b,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DE,2021,11.4,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DE,2022,12.9,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DE,2023,15.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DE,2024,14.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DE,2025,13.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DK,2005,7.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DK,2006,7.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DK,2007,8.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DK,2008,13.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DK,2009,23.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DK,2010,18.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DK,2011,11.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DK,2012,9.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DK,2013,7.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DK,2014,5.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DK,2015,5.3,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DK,2016,5.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DK,2017,5.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DK,2018,5.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DK,2019,5.3,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DK,2020,6.1,b,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DK,2021,4.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DK,2022,3.9,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DK,2023,3.4,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,DK,2024,5.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA,2005,6.9,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA,2007,6.7,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA,2008,6.9,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA,2009,7.2,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA,2010,8.0,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA,2011,8.4,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA,2012,8.0,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA,2013,7.9,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA,2014,7.4,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA,2015,7.2,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA,2016,5.5,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA,2017,4.5,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA,2018,4.0,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA,2019,4.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA,2020,3.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA,2021,4.6,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA18,2007,6.7,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA18,2008,6.9,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA18,2009,7.3,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA18,2010,8.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA18,2011,8.4,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA18,2012,8.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA18,2013,7.9,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA18,2014,7.4,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA18,2015,7.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA18,2016,5.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA18,2017,4.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA18,2018,4.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA18,2019,4.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA18,2020,3.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA19,2007,6.7,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA19,2008,6.9,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA19,2009,7.3,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA19,2010,8.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA19,2011,8.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA19,2012,8.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA19,2013,7.9,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA19,2014,7.4,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA19,2015,7.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA19,2016,5.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA19,2017,4.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA19,2018,4.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA19,2019,4.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA19,2020,3.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA19,2021,4.6,e,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA20,2014,7.4,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA20,2015,7.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA20,2016,5.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA20,2017,4.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA20,2018,4.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA20,2019,4.1,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA20,2020,3.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA20,2021,5.4,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA20,2022,4.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA20,2023,5.3,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EA20,2024,5.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EE,2006,4.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EE,2007,2.7,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EE,2008,6.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EE,2009,11.4,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EE,2010,9.8,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EE,2011,12.7,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EE,2012,8.4,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EE,2013,9.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EE,2014,7.2,b,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EE,2015,4.3,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EE,2016,3.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EE,2017,3.4,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EE,2018,2.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EE,2019,3.3,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EE,2020,0.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EE,2021,2.0,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EE,2022,1.7,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EE,2023,2.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EE,2024,6.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EE,2025,5.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EL,2007,10.4,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EL,2008,11.3,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EL,2009,10.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EL,2010,11.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EL,2011,11.9,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EL,2012,21.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EL,2013,28.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EL,2014,29.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EL,2015,31.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EL,2016,28.5,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EL,2017,27.6,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EL,2018,29.2,,
ESTAT:ILC_LVHO07C(1.0),13/03/26 23:00:00,A,PC,OWN_L,EL,2019,23.8,,
